Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State,Log_Award_Amount,Award_Agency_Code,Award_Type_Code,Performance_Country_Code,Performance_State_Code
TRX07491,"Clay, Jenkins and Stewart",1333426.27,Department of Energy,2022-10-16,Indefinite Delivery Contract,MEX,CA,14.103263080434393,3,2,1,0
TRX07492,Torres-Williamson,3863021.96,Department of Defense,2022-03-29,Indefinite Delivery Contract,USA,NY,15.16696058519793,1,2,2,5
TRX07493,Pierce LLC,1864574.73,Department of Energy,2021-08-10,Time-and-Materials Contract,USA,TX,14.438544094563516,3,3,2,8
TRX07494,Jenkins Ltd,4389278.84,Department of Education,2022-06-26,Time-and-Materials Contract,MEX,CA,15.294675726036322,2,3,1,0
TRX07495,Singleton PLC,3746456.86,Department of Agriculture,2021-05-20,Cost-Reimbursement Contract,MEX,OH,15.136321380891935,0,0,1,6
TRX07496,Taylor-Daniels,4190007.68,Department of Energy,2022-08-25,Cost-Reimbursement Contract,CAN,FL,15.24821336349522,3,0,0,1
TRX07497,Kennedy Inc,4058293.03,Department of Energy,2023-06-03,Fixed-Price Contract,USA,NC,15.216273253618333,3,1,2,4
TRX07498,Kelley Ltd,911156.48,Department of Energy,2022-05-12,Indefinite Delivery Contract,MEX,PA,13.7224710262862,3,2,1,7
TRX07499,Watson Ltd,151205.21,Department of Education,2021-01-02,Time-and-Materials Contract,CAN,NC,11.926399813312733,2,3,0,4
TRX07500,Lewis Inc,1864560.32,Department of Transportation,2024-03-29,Indefinite Delivery Contract,CAN,PA,14.438536366233981,5,2,0,7
TRX07501,"Arellano, Ray and Frazier",2788935.93,Department of Health and Human Services,2021-05-11,Indefinite Delivery Contract,CAN,OH,14.841171052513843,4,2,0,6
TRX07502,"Rodriguez, Johnson and Forbes",888456.26,Department of Defense,2021-10-30,Fixed-Price Contract,MEX,GA,13.69724182187453,1,1,1,2
TRX07503,Brown PLC,3075507.7,Department of Health and Human Services,2022-08-25,Fixed-Price Contract,CAN,FL,14.938980876434883,4,1,0,1
TRX07504,Molina-Collier,2145525.76,Department of Health and Human Services,2022-05-11,Time-and-Materials Contract,MEX,TX,14.578895655953039,4,3,1,8
TRX07505,"Stanley, Solomon and Powell",2742719.7,Department of Agriculture,2023-03-12,Fixed-Price Contract,MEX,CA,14.824460941913717,0,1,1,0
TRX07506,Ryan-Allen,2241346.88,Department of Defense,2023-07-10,Time-and-Materials Contract,USA,OH,14.622587975005887,1,3,2,6
TRX07507,Franklin LLC,694893.45,Department of Transportation,2022-07-05,Fixed-Price Contract,MEX,OH,13.451515242509839,5,1,1,6
TRX07508,Klein-Poole,3284007.47,Department of Transportation,2023-03-06,Cost-Reimbursement Contract,CAN,MI,15.004575328722872,5,0,0,3
TRX07509,"Mcguire, Holmes and Bennett",4580331.46,Department of Defense,2021-12-16,Time-and-Materials Contract,USA,PA,15.337282142975527,1,3,2,7
TRX07510,"Flores, Foster and Grant",2661178.72,Department of Health and Human Services,2024-01-19,Fixed-Price Contract,MEX,NC,14.794280086198556,4,1,1,4
TRX07511,Chandler-Valentine,3870039.37,Department of Health and Human Services,2023-08-07,Fixed-Price Contract,CAN,MI,15.168775496476105,4,1,0,3
TRX07512,"Hogan, Hicks and Bennett",3700103.83,Department of Defense,2021-01-01,Fixed-Price Contract,USA,FL,15.12387170964553,1,1,2,1
TRX07513,"Skinner, Murphy and Brown",177010.31,NASA,2022-06-21,Indefinite Delivery Contract,USA,TX,12.08396890781964,6,2,2,8
TRX07514,Houston-Miranda,2102025.36,Department of Agriculture,2022-02-02,Cost-Reimbursement Contract,MEX,NC,14.55841237077808,0,0,1,4
TRX07515,"Harding, Ramos and Torres",4470128.51,Department of Transportation,2022-08-18,Fixed-Price Contract,CAN,MI,15.3129279393244,5,1,0,3
TRX07516,Roach-Martinez,4901509.64,Department of Transportation,2022-03-15,Indefinite Delivery Contract,CAN,TX,15.405054009445614,5,2,0,8
TRX07517,Doyle LLC,118819.65,Department of Agriculture,2021-03-18,Time-and-Materials Contract,CAN,VA,11.685370492354288,0,3,0,9
TRX07518,Mccarthy PLC,486391.67,NASA,2023-10-09,Indefinite Delivery Contract,USA,NC,13.094771539619227,6,2,2,4
TRX07519,Campbell and Sons,1166199.44,Department of Health and Human Services,2022-07-13,Indefinite Delivery Contract,MEX,CA,13.969261535063897,4,2,1,0
TRX07520,Hall LLC,4530552.15,Department of Health and Human Services,2022-07-17,Fixed-Price Contract,USA,OH,15.326354598172392,4,1,2,6
TRX07521,Cantu Group,1840826.95,Department of Energy,2021-12-23,Indefinite Delivery Contract,MEX,VA,14.425726001203843,3,2,1,9
TRX07522,"Hawkins, Novak and Medina",793664.89,Department of Agriculture,2022-05-21,Cost-Reimbursement Contract,MEX,GA,13.584417858219982,0,0,1,2
TRX07523,Martin Group,889224.47,Department of Education,2023-03-23,Indefinite Delivery Contract,MEX,NY,13.698106104386651,2,2,1,5
TRX07524,Carrillo-Chavez,1681636.87,Department of Agriculture,2024-01-18,Fixed-Price Contract,MEX,MI,14.335278799070087,0,1,1,3
TRX07525,"Bradley, Cohen and Wilson",4979028.21,NASA,2023-03-18,Time-and-Materials Contract,USA,CA,15.420745492246999,6,3,2,0
TRX07526,"Brown, Williams and Robles",3377807.23,Department of Energy,2023-09-25,Indefinite Delivery Contract,USA,MI,15.032737604460118,3,2,2,3
TRX07527,Cooper Inc,352217.23,Department of Agriculture,2023-08-27,Indefinite Delivery Contract,MEX,OH,12.77200623406815,0,2,1,6
TRX07528,Merritt-Patterson,2000901.75,Department of Agriculture,2022-11-26,Fixed-Price Contract,CAN,NY,14.509109011685169,0,1,0,5
TRX07529,Becker PLC,3151737.39,Department of Health and Human Services,2023-01-28,Time-and-Materials Contract,USA,NC,14.963464728418927,4,3,2,4
TRX07530,Arellano Group,2802588.08,Department of Education,2023-06-30,Fixed-Price Contract,MEX,PA,14.846054219328732,2,1,1,7
TRX07531,"Edwards, Sloan and Miller",3392918.5,Department of Defense,2023-09-08,Time-and-Materials Contract,USA,NY,15.037201318168089,1,3,2,5
TRX07532,"Anderson, Bradshaw and Douglas",4255214.96,NASA,2021-10-14,Indefinite Delivery Contract,MEX,VA,15.263656073108232,6,2,1,9
TRX07533,"Herrera, Kelley and Davis",350373.52,Department of Health and Human Services,2023-04-15,Time-and-Materials Contract,CAN,NC,12.766757918505395,4,3,0,4
TRX07534,Castro Inc,348667.8,Department of Health and Human Services,2023-11-28,Fixed-Price Contract,CAN,NY,12.761877753467022,4,1,0,5
TRX07535,Thomas-Hardy,967193.45,Department of Education,2023-08-30,Fixed-Price Contract,MEX,NC,13.782154840052856,2,1,1,4
TRX07536,Barajas-Mora,71121.99,Department of Transportation,2023-07-02,Time-and-Materials Contract,CAN,FL,11.17216591092386,5,3,0,1
TRX07537,Mason and Sons,1349061.83,Department of Defense,2023-04-18,Indefinite Delivery Contract,CAN,OH,14.114920709346219,1,2,0,6
TRX07538,Johnson-Patel,2955890.15,NASA,2024-02-23,Time-and-Materials Contract,USA,NY,14.899310736962217,6,3,2,5
TRX07539,"Osborne, Powell and Stokes",3909407.04,Department of Transportation,2022-09-19,Time-and-Materials Contract,MEX,MI,15.178896524080516,5,3,1,3
TRX07540,Williams-Beasley,4135347.65,Department of Defense,2021-04-21,Indefinite Delivery Contract,MEX,PA,15.235082199693204,1,2,1,7
TRX07541,Carpenter PLC,1233692.49,Department of Health and Human Services,2024-03-30,Fixed-Price Contract,MEX,OH,14.025523065236037,4,1,1,6
TRX07542,"Keith, Hamilton and Nunez",1813423.98,Department of Health and Human Services,2021-10-20,Fixed-Price Contract,CAN,NC,14.410727869328067,4,1,0,4
TRX07543,"Miller, Garcia and Hardy",4433179.25,Department of Energy,2021-11-18,Time-and-Materials Contract,CAN,VA,15.304627773852507,3,3,0,9
TRX07544,Nolan-Hartman,4690015.77,Department of Transportation,2024-02-19,Cost-Reimbursement Contract,CAN,OH,15.360946716109034,5,0,0,6
TRX07545,Mccarty-Hughes,2637126.91,Department of Education,2021-06-07,Time-and-Materials Contract,CAN,TX,14.785200970036943,2,3,0,8
TRX07546,Ford LLC,3383755.18,Department of Energy,2021-09-20,Fixed-Price Contract,MEX,VA,15.034496946285042,3,1,1,9
TRX07547,Gilbert-Gray,4372796.41,NASA,2022-05-01,Fixed-Price Contract,USA,GA,15.290913501857924,6,1,2,2
TRX07548,"Ware, Weber and Hayes",3234593.84,Department of Education,2021-04-21,Cost-Reimbursement Contract,CAN,NC,14.989414235415198,2,0,0,4
TRX07549,Johnson Group,168356.73,Department of Agriculture,2021-12-15,Cost-Reimbursement Contract,USA,VA,12.033846339781018,0,0,2,9
TRX07550,Stein Ltd,1963188.85,Department of Health and Human Services,2022-03-02,Fixed-Price Contract,USA,TX,14.49008118279502,4,1,2,8
TRX07551,Perez-Johnson,2324667.18,Department of Transportation,2024-01-19,Cost-Reimbursement Contract,MEX,MI,14.659087868538801,5,0,1,3
TRX07552,James LLC,1727386.74,NASA,2023-08-11,Fixed-Price Contract,MEX,MI,14.362120848431363,6,1,1,3
TRX07553,Ballard-Cobb,345798.01,Department of Health and Human Services,2022-12-12,Indefinite Delivery Contract,MEX,VA,12.753612989300683,4,2,1,9
TRX07554,"Perry, Blake and Martin",3193915.38,Department of Health and Human Services,2023-04-27,Fixed-Price Contract,MEX,MI,14.97675842707625,4,1,1,3
TRX07555,Hurley and Sons,3579874.58,Department of Transportation,2021-11-01,Time-and-Materials Contract,MEX,CA,15.090838603582998,5,3,1,0
TRX07556,"Jones, Hernandez and Robinson",3881973.01,NASA,2023-10-17,Indefinite Delivery Contract,MEX,PA,15.171854347686105,6,2,1,7
TRX07557,Richardson Inc,1828456.04,Department of Agriculture,2024-01-13,Indefinite Delivery Contract,USA,NY,14.418983021627808,0,2,2,5
TRX07558,Taylor-Dean,2251771.5,Department of Education,2023-12-05,Cost-Reimbursement Contract,MEX,VA,14.627228241824334,2,0,1,9
TRX07559,Stewart Group,2793593.73,Department of Health and Human Services,2021-06-18,Indefinite Delivery Contract,USA,MI,14.842839758170888,4,2,2,3
TRX07560,Krueger Group,4626320.58,Department of Defense,2024-01-04,Cost-Reimbursement Contract,CAN,NY,15.347272635137783,1,0,0,5
TRX07561,"Garcia, Vaughn and Simon",2423721.51,Department of Agriculture,2021-07-03,Time-and-Materials Contract,MEX,NC,14.70081514354585,0,3,1,4
TRX07562,Montgomery Ltd,454958.85,Department of Health and Human Services,2023-02-27,Time-and-Materials Contract,USA,VA,13.027964452281312,4,3,2,9
TRX07563,"Mills, Mack and Murray",2768932.11,Department of Agriculture,2023-10-20,Fixed-Price Contract,USA,GA,14.833972645126037,0,1,2,2
TRX07564,Scott Ltd,2204158.48,NASA,2022-06-16,Fixed-Price Contract,MEX,CA,14.605856805983773,6,1,1,0
TRX07565,Holmes PLC,679031.09,Department of Defense,2022-01-30,Fixed-Price Contract,USA,PA,13.42842366610155,1,1,2,7
TRX07566,"Odonnell, Jones and Koch",3027562.34,Department of Energy,2023-07-13,Fixed-Price Contract,MEX,OH,14.923268675742968,3,1,1,6
TRX07567,"Roberts, Williams and Bradshaw",683367.04,Department of Energy,2022-06-06,Time-and-Materials Contract,USA,NY,13.434788851400603,3,3,2,5
TRX07568,Barnett Ltd,3434098.75,Department of Agriculture,2023-02-12,Fixed-Price Contract,USA,FL,15.049265367775396,0,1,2,1
TRX07569,Contreras PLC,1549971.6,Department of Transportation,2022-07-04,Indefinite Delivery Contract,CAN,CA,14.253747811319828,5,2,0,0
TRX07570,"Smith, Valenzuela and Sims",1503330.78,Department of Transportation,2023-07-05,Fixed-Price Contract,CAN,MI,14.223194389550795,5,1,0,3
TRX07571,Caldwell-Flores,1738250.26,Department of Agriculture,2021-05-28,Time-and-Materials Contract,CAN,FL,14.368390142827966,0,3,0,1
TRX07572,Lewis and Sons,3580143.67,Department of Defense,2022-06-18,Fixed-Price Contract,USA,FL,15.090913768174921,1,1,2,1
TRX07573,"Williams, Smith and Williams",4152961.66,Department of Agriculture,2021-03-02,Indefinite Delivery Contract,MEX,NY,15.239332531481693,0,2,1,5
TRX07574,Payne-Johnson,1978916.38,Department of Health and Human Services,2023-06-07,Indefinite Delivery Contract,USA,OH,14.498060475355459,4,2,2,6
TRX07575,Hopkins Group,73834.98,Department of Defense,2024-01-22,Time-and-Materials Contract,MEX,NC,11.209601425657876,1,3,1,4
TRX07576,Lopez-Hall,422667.4,Department of Education,2023-10-04,Time-and-Materials Contract,CAN,PA,12.954343226249161,2,3,0,7
TRX07577,"Hernandez, Rivers and Wallace",1403284.25,Department of Energy,2021-02-19,Time-and-Materials Contract,CAN,FL,14.154326652745485,3,3,0,1
TRX07578,"Leon, Rocha and Barajas",3092645.97,Department of Energy,2022-12-22,Time-and-Materials Contract,CAN,OH,14.944537906775945,3,3,0,6
TRX07579,Sanders-Vang,3191130.85,Department of Education,2023-12-04,Cost-Reimbursement Contract,USA,PA,14.975886223742393,2,0,2,7
TRX07580,"May, Jennings and Hernandez",440212.1,Department of Health and Human Services,2022-08-12,Indefinite Delivery Contract,USA,FL,12.995014206832066,4,2,2,1
TRX07581,Mathews-Pratt,892636.21,Department of Agriculture,2023-12-11,Indefinite Delivery Contract,USA,OH,13.701935517514334,0,2,2,6
TRX07582,Richards Inc,4122143.34,Department of Agriculture,2022-04-04,Indefinite Delivery Contract,USA,VA,15.231884056801508,0,2,2,9
TRX07583,Dyer Group,1208531.93,NASA,2021-11-29,Indefinite Delivery Contract,USA,NY,14.004917727409795,6,2,2,5
TRX07584,Espinoza-Vasquez,599083.15,Department of Health and Human Services,2022-10-28,Cost-Reimbursement Contract,CAN,CA,13.303157351370848,4,0,0,0
TRX07585,Lee-Sandoval,3092969.85,Department of Health and Human Services,2022-10-20,Indefinite Delivery Contract,CAN,OH,14.944642627115845,4,2,0,6
TRX07586,Bartlett LLC,1177127.89,Department of Transportation,2024-02-22,Cost-Reimbursement Contract,USA,NC,13.978588887468685,5,0,2,4
TRX07587,Patel-Lopez,3066807.85,Department of Education,2023-02-18,Indefinite Delivery Contract,USA,VA,14.93614811640681,2,2,2,9
TRX07588,"Adams, Phelps and Garrett",2057657.76,Department of Education,2023-02-18,Cost-Reimbursement Contract,USA,VA,14.537079370160447,2,0,2,9
TRX07589,"Marshall, Jackson and Garcia",2120375.3,Department of Education,2023-03-24,Indefinite Delivery Contract,CAN,VA,14.567104130896935,2,2,0,9
TRX07590,Williams and Sons,3948522.55,Department of Agriculture,2021-05-11,Time-and-Materials Contract,USA,NC,15.188852282192222,0,3,2,4
TRX07591,"Chapman, Graham and Clark",1291314.69,NASA,2022-01-12,Time-and-Materials Contract,USA,NY,14.071172171306888,6,3,2,5
TRX07592,"Ford, Jarvis and Dickson",4303803.58,Department of Health and Human Services,2024-01-23,Fixed-Price Contract,USA,VA,15.27500997551786,4,1,2,9
TRX07593,Garner PLC,2549185.68,Department of Transportation,2023-02-14,Fixed-Price Contract,MEX,CA,14.751284917239945,5,1,1,0
TRX07594,"Pennington, Maxwell and Eaton",3939235.08,Department of Education,2022-07-07,Time-and-Materials Contract,CAN,OH,15.186497374150472,2,3,0,6
TRX07595,Wells and Sons,482852.34,Department of Transportation,2022-08-20,Time-and-Materials Contract,MEX,NY,13.08746824263323,5,3,1,5
TRX07596,Kennedy Group,3024824.19,Department of Defense,2022-07-25,Cost-Reimbursement Contract,USA,CA,14.922363859347511,1,0,2,0
TRX07597,Carey LLC,4420634.86,NASA,2022-12-27,Time-and-Materials Contract,CAN,PA,15.301794103435569,6,3,0,7
TRX07598,Haley-Harris,2724256.46,Department of Transportation,2021-08-14,Time-and-Materials Contract,USA,CA,14.817706457203741,5,3,2,0
TRX07599,"Carr, Stevenson and Pruitt",4376900.55,Department of Energy,2022-08-24,Fixed-Price Contract,MEX,VA,15.291851623345247,3,1,1,9
TRX07600,"Kim, Gardner and Forbes",3760985.9,Department of Energy,2024-02-29,Cost-Reimbursement Contract,CAN,GA,15.140191954330215,3,0,0,2
TRX07601,Miller Group,2678265.55,Department of Health and Human Services,2021-04-24,Indefinite Delivery Contract,CAN,VA,14.800680333513908,4,2,0,9
TRX07602,"Alexander, Carroll and Jenkins",2737116.98,Department of Defense,2021-03-20,Indefinite Delivery Contract,USA,NC,14.82241609268386,1,2,2,4
TRX07603,Cross-Johnson,3939060.34,Department of Agriculture,2024-03-07,Fixed-Price Contract,MEX,NC,15.186453014312118,0,1,1,4
TRX07604,Gonzalez-Hodge,2426612.58,Department of Education,2022-05-11,Time-and-Materials Contract,CAN,NY,14.702007254891841,2,3,0,5
TRX07605,"Lee, Browning and Carlson",620281.1,NASA,2022-02-10,Cost-Reimbursement Contract,CAN,FL,13.337929653540161,6,0,0,1
TRX07606,Lewis and Sons,4084548.71,Department of Education,2021-04-17,Indefinite Delivery Contract,CAN,FL,15.222722050090296,2,2,0,1
TRX07607,Bradley-Pennington,4913540.33,Department of Transportation,2021-11-25,Cost-Reimbursement Contract,CAN,PA,15.407505488268525,5,0,0,7
TRX07608,Walter Group,1313510.36,Department of Education,2021-03-08,Time-and-Materials Contract,MEX,OH,14.088214536718981,2,3,1,6
TRX07609,Crosby Ltd,911450.5,Department of Education,2023-12-25,Fixed-Price Contract,CAN,TX,13.722793662689046,2,1,0,8
TRX07610,"Blackwell, Young and Baker",4860099.68,Department of Energy,2022-06-20,Cost-Reimbursement Contract,CAN,OH,15.396569711711484,3,0,0,6
TRX07611,"Phillips, Wilson and Montes",556839.91,Department of Transportation,2023-01-28,Indefinite Delivery Contract,MEX,OH,13.230034858722847,5,2,1,6
TRX07612,"Kirby, Hoffman and Curtis",614566.21,NASA,2021-03-01,Fixed-Price Contract,CAN,NY,13.328673575481753,6,1,0,5
TRX07613,Rojas PLC,2614760.2,Department of Transportation,2022-01-21,Fixed-Price Contract,CAN,MI,14.776683331999635,5,1,0,3
TRX07614,Hill Group,263837.68,Department of Defense,2023-01-26,Fixed-Price Contract,CAN,CA,12.48309313474877,1,1,0,0
TRX07615,Hoffman-Gibson,2786306.3,Department of Agriculture,2023-05-09,Cost-Reimbursement Contract,USA,MI,14.840227728746662,0,0,2,3
TRX07616,Peters PLC,769389.79,Department of Agriculture,2023-11-18,Time-and-Materials Contract,MEX,GA,13.553354298862168,0,3,1,2
TRX07617,Freeman Group,3556614.71,NASA,2023-03-08,Cost-Reimbursement Contract,CAN,TX,15.084320007421907,6,0,0,8
TRX07618,"Harrell, Wells and Wallace",819067.82,Department of Defense,2021-11-24,Indefinite Delivery Contract,MEX,PA,13.615923388608971,1,2,1,7
TRX07619,Vargas and Sons,4156832.36,Department of Health and Human Services,2021-01-28,Cost-Reimbursement Contract,CAN,TX,15.24026413083037,4,0,0,8
TRX07620,Smith-Fields,4543601.54,Department of Health and Human Services,2022-05-07,Fixed-Price Contract,MEX,OH,15.329230766367331,4,1,1,6
TRX07621,Cook Ltd,3154420.79,Department of Health and Human Services,2021-02-10,Time-and-Materials Contract,MEX,VA,14.964315769333007,4,3,1,9
TRX07622,"Clark, Morris and Lopez",3395400.79,Department of Energy,2022-11-19,Time-and-Materials Contract,USA,CA,15.037932659542369,3,3,2,0
TRX07623,"Vasquez, Allen and Payne",4651449.73,NASA,2021-06-09,Time-and-Materials Contract,USA,NC,15.352689713852593,6,3,2,4
TRX07624,Humphrey-Monroe,1828643.31,Department of Agriculture,2022-12-18,Fixed-Price Contract,USA,NY,14.419085436071512,0,1,2,5
TRX07625,Keith Group,482668.4,Department of Transportation,2023-03-15,Cost-Reimbursement Contract,CAN,NC,13.08708722622708,5,0,0,4
TRX07626,Alvarez-Nelson,4261227.3,Department of Transportation,2023-02-24,Cost-Reimbursement Contract,USA,GA,15.265068010018819,5,0,2,2
TRX07627,Rivers-Fuentes,2460167.13,Department of Defense,2022-08-22,Time-and-Materials Contract,MEX,MI,14.715740251101552,1,3,1,3
TRX07628,Reed-Aguilar,4303744.77,Department of Energy,2024-01-12,Fixed-Price Contract,MEX,NC,15.274996310770605,3,1,1,4
TRX07629,"Hill, Liu and Robinson",3643618.41,Department of Transportation,2024-01-08,Fixed-Price Contract,CAN,NC,15.108488088987576,5,1,0,4
TRX07630,"White, Walsh and Reese",4774137.77,Department of Education,2022-12-04,Time-and-Materials Contract,MEX,CA,15.378724153326067,2,3,1,0
TRX07631,Rogers-Singh,2763520.24,Department of Energy,2021-09-25,Indefinite Delivery Contract,CAN,PA,14.832016236131473,3,2,0,7
TRX07632,Lewis PLC,4942523.98,Department of Health and Human Services,2022-08-15,Time-and-Materials Contract,CAN,NY,15.413386888136545,4,3,0,5
TRX07633,Bowman-Chambers,4741451.2,Department of Health and Human Services,2022-07-27,Cost-Reimbursement Contract,CAN,FL,15.37185401805717,4,0,0,1
TRX07634,"Hoover, Mclean and Maynard",3925115.27,Department of Defense,2023-04-02,Time-and-Materials Contract,USA,PA,15.182906531689833,1,3,2,7
TRX07635,"Collins, Johnson and Boone",3862245.45,Department of Energy,2022-08-03,Time-and-Materials Contract,USA,TX,15.16675955402053,3,3,2,8
TRX07636,Allen-Harris,89927.02,Department of Education,2022-02-03,Time-and-Materials Contract,USA,TX,11.40676485154175,2,3,2,8
TRX07637,"Campbell, Williams and Miller",1615680.48,Department of Transportation,2021-07-04,Fixed-Price Contract,MEX,CA,14.295267394675243,5,1,1,0
TRX07638,"Hall, Johnson and Benson",4813993.91,Department of Health and Human Services,2021-04-23,Cost-Reimbursement Contract,MEX,CA,15.387037839991816,4,0,1,0
TRX07639,Rodriguez-Hanson,4252551.58,Department of Energy,2024-03-12,Time-and-Materials Contract,MEX,TX,15.26302996766719,3,3,1,8
TRX07640,Miller-Dean,4753141.92,Department of Defense,2022-05-30,Indefinite Delivery Contract,CAN,NC,15.374316624573904,1,2,0,4
TRX07641,"Hooper, Cline and Bryan",4197286.97,Department of Transportation,2022-12-12,Time-and-Materials Contract,USA,OH,15.249949153257154,5,3,2,6
TRX07642,Perez-Adams,1403022.27,Department of Health and Human Services,2024-03-22,Fixed-Price Contract,CAN,MI,14.154139944834437,4,1,0,3
TRX07643,"Edwards, Arnold and Melton",4136980.52,Department of Agriculture,2022-09-24,Time-and-Materials Contract,USA,GA,15.235476978428496,0,3,2,2
TRX07644,"Wagner, Parker and Madden",17351.75,Department of Energy,2023-09-29,Indefinite Delivery Contract,MEX,PA,9.7615062742559,3,2,1,7
TRX07645,Nguyen-Miller,3078751.41,Department of Education,2022-01-05,Time-and-Materials Contract,CAN,GA,14.9400350112018,2,3,0,2
TRX07646,Barrera Inc,1227262.28,Department of Energy,2023-04-02,Fixed-Price Contract,CAN,PA,14.020297272802882,3,1,0,7
TRX07647,"Walker, Hill and Shelton",1956267.06,Department of Health and Human Services,2022-06-20,Cost-Reimbursement Contract,MEX,GA,14.486549165176868,4,0,1,2
TRX07648,Fuller PLC,1197716.86,Department of Agriculture,2023-07-03,Fixed-Price Contract,USA,VA,13.99592852073892,0,1,2,9
TRX07649,"Malone, Sanchez and Fleming",3281698.65,Department of Defense,2024-01-09,Time-and-Materials Contract,MEX,TX,15.003872032123946,1,3,1,8
TRX07650,King Inc,365734.01,NASA,2023-05-05,Indefinite Delivery Contract,USA,VA,12.809664333763614,6,2,2,9
TRX07651,Johnson-Mcguire,1710573.67,Department of Defense,2022-01-02,Time-and-Materials Contract,USA,NY,14.35233993634936,1,3,2,5
TRX07652,"Charles, Pennington and Brown",1209931.42,Department of Transportation,2022-05-21,Fixed-Price Contract,USA,NY,14.006075064773515,5,1,2,5
TRX07653,Shaffer-Bartlett,4265425.9,Department of Agriculture,2021-06-17,Cost-Reimbursement Contract,CAN,NY,15.266052827685503,0,0,0,5
TRX07654,"Cantu, Stewart and Collier",4023435.19,Department of Agriculture,2024-01-18,Indefinite Delivery Contract,MEX,OH,15.207646869116108,0,2,1,6
TRX07655,"Beck, Graham and Garcia",4868958.77,Department of Energy,2023-11-16,Cost-Reimbursement Contract,USA,NY,15.398390872653808,3,0,2,5
TRX07656,Rose-Cooper,3297502.64,NASA,2022-01-20,Cost-Reimbursement Contract,MEX,PA,15.008676267439563,6,0,1,7
TRX07657,"Long, Ward and Lopez",1137705.82,Department of Energy,2023-10-19,Time-and-Materials Contract,USA,NC,13.944525233060249,3,3,2,4
TRX07658,"Woods, Cochran and Martin",3448888.92,Department of Education,2021-03-21,Cost-Reimbursement Contract,CAN,NY,15.0535629749121,2,0,0,5
TRX07659,Patterson-Johnson,3704719.77,Department of Health and Human Services,2023-04-19,Fixed-Price Contract,MEX,OH,15.125118448150188,4,1,1,6
TRX07660,Gray-Wyatt,4828030.49,Department of Education,2021-10-06,Fixed-Price Contract,USA,NC,15.3899493835478,2,1,2,4
TRX07661,"Rodriguez, Kelly and Warren",1546868.23,Department of Health and Human Services,2023-11-13,Cost-Reimbursement Contract,USA,CA,14.251743594631225,4,0,2,0
TRX07662,"Harper, Smith and Rosales",2764122.99,Department of Transportation,2021-04-23,Fixed-Price Contract,USA,FL,14.832234321763712,5,1,2,1
TRX07663,Cervantes Inc,978342.92,Department of Transportation,2023-09-29,Time-and-Materials Contract,MEX,MI,13.793616543642038,5,3,1,3
TRX07664,Lee LLC,557007.62,NASA,2021-05-27,Time-and-Materials Contract,USA,GA,13.23033599455269,6,3,2,2
TRX07665,Smith PLC,4041000.45,Department of Transportation,2022-08-10,Cost-Reimbursement Contract,USA,OH,15.21200310288262,5,0,2,6
TRX07666,Williamson-Torres,4043152.93,Department of Defense,2023-02-22,Fixed-Price Contract,MEX,NY,15.212535621111103,1,1,1,5
TRX07667,"Winters, Lara and Nguyen",166549.06,Department of Education,2023-05-31,Time-and-Materials Contract,CAN,OH,12.023051203873937,2,3,0,6
TRX07668,Christensen-Campbell,3480093.44,Department of Transportation,2021-08-20,Time-and-Materials Contract,CAN,PA,15.062569989313465,5,3,0,7
TRX07669,Tyler-Coleman,2162685.55,NASA,2022-10-30,Cost-Reimbursement Contract,CAN,NC,14.586861779963437,6,0,0,4
TRX07670,Jefferson-Eaton,3226902.86,Department of Energy,2023-01-30,Time-and-Materials Contract,MEX,FL,14.987033678213477,3,3,1,1
TRX07671,"Lee, Jordan and Boone",1988429.18,Department of Defense,2021-07-27,Indefinite Delivery Contract,CAN,VA,14.502856031120059,1,2,0,9
TRX07672,Wilson-Moore,1303076.06,Department of Energy,2021-09-11,Cost-Reimbursement Contract,USA,GA,14.080238994803382,3,0,2,2
TRX07673,Dennis-Hart,1538459.82,Department of Education,2024-03-19,Fixed-Price Contract,MEX,TX,14.24629300705662,2,1,1,8
TRX07674,"Jones, Ruiz and Mcintyre",534436.52,Department of Education,2021-08-04,Time-and-Materials Contract,MEX,PA,13.188970108320834,2,3,1,7
TRX07675,"Marquez, Drake and Wong",2243915.82,Department of Education,2021-01-26,Time-and-Materials Contract,USA,NY,14.623733477201514,2,3,2,5
TRX07676,Adkins-Tucker,4717790.42,NASA,2022-09-08,Indefinite Delivery Contract,MEX,MI,15.366851328561726,6,2,1,3
TRX07677,Kelly LLC,3660694.26,Department of Health and Human Services,2021-05-09,Fixed-Price Contract,USA,OH,15.113163649085735,4,1,2,6
TRX07678,"Huber, Pineda and Jackson",4427385.06,Department of Energy,2023-06-03,Fixed-Price Contract,MEX,FL,15.303319913694772,3,1,1,1
TRX07679,Cox and Sons,3556643.58,Department of Energy,2023-02-10,Indefinite Delivery Contract,USA,VA,15.08432812465615,3,2,2,9
TRX07680,Nguyen Ltd,3273034.41,NASA,2023-12-21,Fixed-Price Contract,MEX,VA,15.001228372245448,6,1,1,9
TRX07681,Wright-Harrison,4162841.44,Department of Education,2021-02-25,Fixed-Price Contract,CAN,NY,15.24170867775489,2,1,0,5
TRX07682,Williamson LLC,4960985.44,Department of Health and Human Services,2024-01-19,Time-and-Materials Contract,USA,NY,15.417115157959556,4,3,2,5
